,Title,skill Reading Comprehension Importance,skill Reading Comprehension Level,skill Active Listening Importance,skill Active Listening Level,skill Writing Importance,skill Writing Level,skill Speaking Importance,skill Speaking Level,skill Mathematics Importance,skill Mathematics Level,skill Science Importance,skill Science Level,skill Critical Thinking Importance,skill Critical Thinking Level,skill Active Learning Importance,skill Active Learning Level,skill Learning Strategies Importance,skill Learning Strategies Level,skill Monitoring Importance,skill Monitoring Level,skill Social Perceptiveness Importance,skill Social Perceptiveness Level,skill Coordination Importance,skill Coordination Level,skill Persuasion Importance,skill Persuasion Level,skill Negotiation Importance,skill Negotiation Level,skill Instructing Importance,skill Instructing Level,skill Service Orientation Importance,skill Service Orientation Level,skill Complex Problem Solving Importance,skill Complex Problem Solving Level,skill Operations Analysis Importance,skill Operations Analysis Level,skill Technology Design Importance,skill Technology Design Level,skill Equipment Selection Importance,skill Equipment Selection Level,skill Installation Importance,skill Installation Level,skill Programming Importance,skill Programming Level,skill Operation Monitoring Importance,skill Operation Monitoring Level,skill Operation and Control Importance,skill Operation and Control Level,skill Equipment Maintenance Importance,skill Equipment Maintenance Level,skill Troubleshooting Importance,skill Troubleshooting Level,skill Repairing Importance,skill Repairing Level,skill Quality Control Analysis Importance,skill Quality Control Analysis Level,skill Judgment and Decision Making Importance,skill Judgment and Decision Making Level,skill Systems Analysis Importance,skill Systems Analysis Level,skill Systems Evaluation Importance,skill Systems Evaluation Level,skill Time Management Importance,skill Time Management Level,skill Management of Financial Resources Importance,skill Management of Financial Resources Level,skill Management of Material Resources Importance,skill Management of Material Resources Level,skill Management of Personnel Resources Importance,skill Management of Personnel Resources Level,skills_N,abilities Oral Comprehension Importance,abilities Oral Comprehension Level,abilities Written Comprehension Importance,abilities Written Comprehension Level,abilities Oral Expression Importance,abilities Oral Expression Level,abilities Written Expression Importance,abilities Written Expression Level,abilities Fluency of Ideas Importance,abilities Fluency of Ideas Level,abilities Originality Importance,abilities Originality Level,abilities Problem Sensitivity Importance,abilities Problem Sensitivity Level,abilities Deductive Reasoning Importance,abilities Deductive Reasoning Level,abilities Inductive Reasoning Importance,abilities Inductive Reasoning Level,abilities Information Ordering Importance,abilities Information Ordering Level,abilities Category Flexibility Importance,abilities Category Flexibility Level,abilities Mathematical Reasoning Importance,abilities Mathematical Reasoning Level,abilities Number Facility Importance,abilities Number Facility Level,abilities Memorization Importance,abilities Memorization Level,abilities Speed of Closure Importance,abilities Speed of Closure Level,abilities Flexibility of Closure Importance,abilities Flexibility of Closure Level,abilities Perceptual Speed Importance,abilities Perceptual Speed Level,abilities Spatial Orientation Importance,abilities Spatial Orientation Level,abilities Visualization Importance,abilities Visualization Level,abilities Selective Attention Importance,abilities Selective Attention Level,abilities Time Sharing Importance,abilities Time Sharing Level,abilities Arm-Hand Steadiness Importance,abilities Arm-Hand Steadiness Level,abilities Manual Dexterity Importance,abilities Manual Dexterity Level,abilities Finger Dexterity Importance,abilities Finger Dexterity Level,abilities Control Precision Importance,abilities Control Precision Level,abilities Multilimb Coordination Importance,abilities Multilimb Coordination Level,abilities Response Orientation Importance,abilities Response Orientation Level,abilities Rate Control Importance,abilities Rate Control Level,abilities Reaction Time Importance,abilities Reaction Time Level,abilities Wrist-Finger Speed Importance,abilities Wrist-Finger Speed Level,abilities Speed of Limb Movement Importance,abilities Speed of Limb Movement Level,abilities Static Strength Importance,abilities Static Strength Level,abilities Explosive Strength Importance,abilities Explosive Strength Level,abilities Dynamic Strength Importance,abilities Dynamic Strength Level,abilities Trunk Strength Importance,abilities Trunk Strength Level,abilities Stamina Importance,abilities Stamina Level,abilities Extent Flexibility Importance,abilities Extent Flexibility Level,abilities Dynamic Flexibility Importance,abilities Dynamic Flexibility Level,abilities Gross Body Coordination Importance,abilities Gross Body Coordination Level,abilities Gross Body Equilibrium Importance,abilities Gross Body Equilibrium Level,abilities Near Vision Importance,abilities Near Vision Level,abilities Far Vision Importance,abilities Far Vision Level,abilities Visual Color Discrimination Importance,abilities Visual Color Discrimination Level,abilities Night Vision Importance,abilities Night Vision Level,abilities Peripheral Vision Importance,abilities Peripheral Vision Level,abilities Depth Perception Importance,abilities Depth Perception Level,abilities Glare Sensitivity Importance,abilities Glare Sensitivity Level,abilities Hearing Sensitivity Importance,abilities Hearing Sensitivity Level,abilities Auditory Attention Importance,abilities Auditory Attention Level,abilities Sound Localization Importance,abilities Sound Localization Level,abilities Speech Recognition Importance,abilities Speech Recognition Level,abilities Speech Clarity Importance,abilities Speech Clarity Level,abilities_N,knowledge Administration and Management Importance,knowledge Administration and Management Level,knowledge Clerical Importance,knowledge Clerical Level,knowledge Economics and Accounting Importance,knowledge Economics and Accounting Level,knowledge Sales and Marketing Importance,knowledge Sales and Marketing Level,knowledge Customer and Personal Service Importance,knowledge Customer and Personal Service Level,knowledge Personnel and Human Resources Importance,knowledge Personnel and Human Resources Level,knowledge Production and Processing Importance,knowledge Production and Processing Level,knowledge Food Production Importance,knowledge Food Production Level,knowledge Computers and Electronics Importance,knowledge Computers and Electronics Level,knowledge Engineering and Technology Importance,knowledge Engineering and Technology Level,knowledge Design Importance,knowledge Design Level,knowledge Building and Construction Importance,knowledge Building and Construction Level,knowledge Mechanical Importance,knowledge Mechanical Level,knowledge Mathematics Importance,knowledge Mathematics Level,knowledge Physics Importance,knowledge Physics Level,knowledge Chemistry Importance,knowledge Chemistry Level,knowledge Biology Importance,knowledge Biology Level,knowledge Psychology Importance,knowledge Psychology Level,knowledge Sociology and Anthropology Importance,knowledge Sociology and Anthropology Level,knowledge Geography Importance,knowledge Geography Level,knowledge Medicine and Dentistry Importance,knowledge Medicine and Dentistry Level,knowledge Therapy and Counseling Importance,knowledge Therapy and Counseling Level,knowledge Education and Training Importance,knowledge Education and Training Level,knowledge English Language Importance,knowledge English Language Level,knowledge Foreign Language Importance,knowledge Foreign Language Level,knowledge Fine Arts Importance,knowledge Fine Arts Level,knowledge History and Archeology Importance,knowledge History and Archeology Level,knowledge Philosophy and Theology Importance,knowledge Philosophy and Theology Level,knowledge Public Safety and Security Importance,knowledge Public Safety and Security Level,knowledge Law and Government Importance,knowledge Law and Government Level,knowledge Telecommunications Importance,knowledge Telecommunications Level,knowledge Communications and Media Importance,knowledge Communications and Media Level,knowledge Transportation Importance,knowledge Transportation Level,knowledge N
844,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",3.12,2.88,3.12,3.0,2.75,2.62,3.0,2.75,2.0,1.38,2.0,1.88,3.0,2.75,2.12,2.12,2.25,2.12,3.12,3.0,2.62,2.25,3.0,2.62,2.38,2.12,2.38,2.12,2.25,2.38,2.25,2.12,2.62,2.25,1.88,1.62,1.38,0.5,2.12,2.0,1.12,0.25,1.0,0.0,3.25,3.12,3.12,3.0,2.38,2.38,2.38,2.25,2.25,2.12,3.0,2.75,2.88,2.12,2.0,1.62,2.0,1.62,3.0,2.75,1.5,0.5,1.88,0.88,2.12,2.25,8,3.25,3.75,2.88,3.0,3.12,3.12,2.75,2.88,2.38,2.25,2.25,2.25,3.25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.38,2.0,1.5,2.0,1.5,2.12,2.0,3.0,3.0,3.0,3.0,1.62,0.88,2.5,2.5,3.0,3.0,2.38,2.12,3.25,3.12,3.25,3.25,3.0,3.0,3.38,3.25,3.12,3.38,2.0,2.0,2.25,2.12,2.25,2.62,2.0,1.38,1.88,1.38,3.0,3.0,1.62,1.0,2.0,2.0,3.0,3.12,2.5,2.25,2.88,2.5,1.12,0.12,2.12,2.0,2.0,1.62,3.38,3.38,2.75,2.88,2.62,2.5,1.5,0.62,1.5,0.62,2.62,2.62,1.5,0.88,2.62,2.62,2.75,3.0,1.62,0.75,3.0,2.38,3.12,2.75,8,2.8,3.25,2.41,1.93,2.34,1.68,2.75,1.83,3.11,2.09,2.69,2.58,4.17,5.04,1.58,0.08,2.31,2.68,3.27,3.22,3.07,2.88,2.22,2.29,3.3,3.25,3.5,3.63,2.98,3.16,3.43,3.36,1.71,1.17,2.04,1.67,1.77,1.28,1.84,1.15,1.84,1.24,1.81,0.43,3.23,3.73,3.39,3.06,1.39,0.26,1.16,0.08,1.92,1.1,1.2,0.12,3.05,2.53,3.13,2.05,2.07,1.4,1.98,1.52,3.02,2.18,23.0
845,"Tool Grinders, Filers, and Sharpeners",2.88,3.0,2.75,2.88,2.5,2.25,2.5,2.38,2.75,2.88,1.12,0.12,3.25,2.88,2.75,2.62,2.5,2.38,3.0,2.75,2.5,2.12,2.38,2.12,2.25,2.12,2.25,2.0,2.5,2.38,2.12,2.0,2.88,2.75,1.88,1.38,1.88,1.12,3.0,2.38,1.12,0.25,1.5,0.5,3.88,3.62,3.75,3.62,3.38,3.38,3.0,2.88,3.38,3.0,3.5,3.25,2.88,2.75,2.5,2.25,2.25,2.25,2.75,2.62,2.0,1.38,2.12,1.75,2.38,1.88,8,2.88,3.12,3.12,3.0,2.88,3.12,2.5,2.38,2.38,2.25,2.38,2.12,3.38,3.0,3.0,3.0,2.88,2.62,3.0,3.0,3.0,3.0,2.88,2.88,2.88,2.88,2.5,2.12,2.5,2.38,3.25,3.12,3.25,3.12,1.5,0.75,3.38,3.38,3.38,3.25,2.62,2.38,4.0,3.25,3.88,3.5,3.88,3.5,3.88,3.5,3.0,3.0,2.25,1.88,3.12,3.0,3.12,3.5,2.62,2.5,1.75,1.25,3.0,3.0,1.88,1.38,2.5,2.12,2.88,2.88,2.0,1.75,2.38,2.75,1.0,0.0,2.0,2.0,1.88,1.62,3.75,4.12,2.88,2.88,2.88,2.62,1.38,0.5,1.5,0.5,2.75,2.5,1.38,0.62,3.0,2.88,3.0,3.0,1.5,0.75,2.75,2.25,2.62,2.38,8,2.48,2.44,2.09,2.03,2.03,1.4,1.87,1.79,2.69,2.48,1.99,1.62,2.9,3.23,1.4,0.68,2.17,1.99,2.47,2.73,2.41,2.53,1.4,0.68,3.61,4.16,3.49,3.89,1.88,1.56,2.06,1.93,1.42,0.73,1.61,1.08,1.37,0.63,1.53,0.85,1.3,0.61,1.3,0.48,2.73,3.22,3.13,3.02,1.5,0.79,1.23,0.45,1.27,0.52,1.24,0.31,2.05,1.75,1.85,1.47,1.34,0.34,1.59,1.09,2.04,1.59,25.0
846,Prepress Technicians and Workers,3.0,3.0,3.12,3.0,2.88,2.88,3.12,3.12,2.0,2.0,1.62,0.88,3.12,3.0,2.88,3.0,2.38,2.25,3.12,3.0,2.88,2.75,3.0,2.88,2.88,2.38,2.62,2.12,2.75,2.5,2.62,2.62,3.0,2.88,2.0,1.5,1.75,1.0,2.12,1.75,1.0,0.0,1.75,0.88,3.0,3.0,2.62,2.12,2.38,1.88,2.12,2.12,2.12,1.75,2.75,2.38,3.0,2.88,2.38,2.25,2.38,2.25,3.12,2.75,1.5,0.5,1.75,0.88,2.25,2.25,8,3.12,3.12,3.12,3.0,3.12,3.12,2.88,3.0,2.62,2.88,2.62,3.0,3.25,3.12,3.0,3.0,3.25,3.0,3.12,3.0,3.12,3.12,2.25,2.0,2.0,1.75,2.0,2.0,2.12,1.5,3.0,2.88,3.0,2.88,1.0,0.0,3.25,3.25,3.0,2.88,2.0,2.12,2.88,3.0,2.75,2.75,2.88,2.75,3.0,3.0,1.62,1.25,1.62,0.88,2.0,1.62,1.88,1.38,2.0,1.75,1.0,0.0,1.38,0.75,1.0,0.0,1.25,0.5,1.5,0.88,1.0,0.0,1.38,0.5,1.0,0.0,1.0,0.0,1.0,0.0,3.75,4.0,2.5,2.75,3.25,3.12,1.0,0.0,1.0,0.0,2.0,1.88,1.0,0.0,1.88,1.88,2.12,2.12,1.0,0.0,3.0,2.88,3.0,2.88,8,2.6,2.85,2.93,3.72,1.58,0.87,2.29,2.14,3.23,3.23,1.54,1.24,3.33,3.35,1.0,0.0,4.0,4.79,2.09,2.02,3.51,3.91,1.18,0.56,2.12,2.13,3.36,3.22,1.23,0.55,1.67,1.47,1.03,0.07,1.51,0.86,1.19,0.69,1.23,0.63,1.09,0.16,1.09,0.23,2.47,2.65,3.63,3.72,1.12,0.27,2.06,1.99,1.1,0.21,1.07,0.16,1.82,1.14,1.45,0.83,1.71,1.19,2.67,3.09,1.34,0.87,33.0
847,Printing Press Operators,3.25,3.12,3.25,3.0,2.5,2.75,3.0,3.0,2.38,2.12,1.12,0.5,3.12,3.38,2.75,2.88,2.12,2.25,3.25,3.12,2.88,2.88,3.0,3.0,2.5,2.5,2.25,2.25,2.38,2.75,2.38,2.62,3.0,2.88,1.62,1.12,1.88,1.38,2.62,2.62,1.25,0.5,1.62,1.0,3.5,3.5,3.12,3.12,3.0,3.0,3.0,2.88,2.88,2.75,3.62,3.0,3.0,2.75,2.12,2.0,2.25,2.0,3.0,3.0,1.75,1.25,2.0,1.62,2.25,2.12,8,3.25,3.25,3.25,3.12,3.12,3.12,2.75,3.0,2.75,2.5,2.62,2.62,3.38,3.25,3.12,3.0,3.0,2.88,3.25,3.0,3.0,3.0,2.38,2.25,2.25,1.88,2.12,2.0,2.38,1.88,2.88,3.0,3.12,3.12,1.12,0.25,3.25,3.38,3.0,3.12,2.38,2.12,3.12,3.25,3.12,3.12,3.12,3.62,3.12,3.5,2.88,3.0,2.5,2.38,2.88,2.88,2.75,2.88,2.25,2.12,2.12,1.88,2.75,2.75,1.25,0.5,1.88,1.62,2.62,2.75,2.25,1.88,2.62,2.88,1.12,0.38,2.12,2.25,2.0,1.5,3.88,3.88,3.0,3.12,3.25,3.25,1.0,0.0,1.0,0.0,2.88,2.75,1.0,0.0,2.62,2.75,2.5,2.62,1.12,0.38,3.0,3.0,3.0,3.0,8,2.26,2.31,2.17,1.69,1.64,0.69,1.39,0.53,2.54,2.39,1.43,0.99,2.97,3.04,1.22,0.42,1.87,1.4,1.95,1.66,2.73,2.23,1.56,0.86,3.17,3.46,2.92,2.23,1.68,1.25,2.06,2.32,1.09,0.21,1.19,0.41,1.05,0.14,1.12,0.32,1.08,0.21,1.12,0.24,1.93,1.64,2.89,2.89,1.29,0.37,1.0,0.03,1.01,0.05,1.17,0.51,1.46,0.72,1.31,0.25,1.12,0.17,1.19,0.37,1.34,0.51,21.0
848,Print Binding and Finishing Workers,3.12,2.88,2.88,2.88,2.75,2.62,3.0,2.75,2.12,2.12,1.12,0.12,3.25,3.0,2.5,2.38,2.5,2.88,3.12,3.0,2.62,2.62,2.88,2.75,2.12,2.25,2.12,1.88,2.88,2.75,2.62,2.25,3.0,2.88,1.25,0.5,1.62,1.0,2.5,2.25,1.88,1.5,1.62,0.88,3.38,3.12,2.88,3.12,2.88,3.12,2.62,2.75,2.88,2.75,3.0,2.88,3.12,2.75,2.5,2.12,2.38,2.38,2.88,2.62,1.62,0.75,1.62,0.75,2.5,2.5,8,3.38,3.5,3.12,2.88,3.38,3.38,2.88,2.75,2.5,2.5,2.38,2.38,3.5,3.0,3.25,2.88,3.12,2.88,3.0,3.25,2.88,3.0,2.0,1.75,2.0,2.12,2.38,2.12,2.38,2.25,2.88,3.12,2.88,3.12,2.0,1.62,3.25,3.38,3.12,2.88,2.5,2.75,3.38,3.25,3.38,3.12,3.5,3.25,3.12,3.25,3.0,2.75,2.12,2.25,2.75,2.5,2.88,3.25,2.12,2.0,1.38,0.75,2.75,2.75,2.38,1.88,2.62,2.25,3.12,3.0,2.5,2.62,2.75,2.62,1.5,1.0,2.25,2.12,2.25,1.75,3.5,3.62,2.75,2.88,2.75,2.88,1.75,1.25,2.0,1.38,2.5,2.25,1.75,1.25,2.5,2.75,2.62,2.75,1.88,1.75,3.12,2.75,3.25,2.75,8,3.51,3.04,2.75,2.4,1.65,1.15,2.16,1.58,3.08,2.76,2.15,1.96,3.38,3.09,1.17,0.34,2.38,2.34,1.76,1.52,2.14,1.65,1.26,0.5,3.24,3.25,2.9,2.91,1.84,0.9,1.61,1.16,1.02,0.06,1.94,1.35,1.24,0.34,1.24,0.58,1.09,0.19,1.17,0.24,2.71,2.48,2.9,2.71,1.14,0.29,1.15,0.25,1.17,0.17,1.18,0.28,1.67,1.12,1.3,0.6,1.42,0.56,1.49,0.79,1.53,0.72,25.0
849,Laundry and Dry-Cleaning Workers,2.75,2.12,3.0,2.25,2.12,2.12,2.88,2.38,1.62,0.88,1.0,0.0,2.75,2.5,2.62,2.12,2.25,2.12,3.0,2.25,2.88,2.25,2.5,2.25,2.25,2.12,2.25,2.12,2.38,2.12,2.38,2.38,2.38,2.25,1.62,0.88,1.0,0.0,1.75,1.12,1.0,0.0,1.0,0.0,2.88,2.5,2.75,2.12,1.75,1.25,2.12,2.25,1.75,1.25,2.25,2.0,2.75,2.12,2.0,1.62,2.0,1.5,2.88,2.38,1.62,1.0,1.62,1.0,2.25,2.0,8,3.0,2.88,2.75,2.25,3.0,3.0,2.0,2.0,2.12,2.0,2.0,2.0,2.88,2.62,2.75,2.75,2.75,2.5,2.88,2.38,2.75,2.62,1.62,1.12,1.62,1.12,1.75,1.5,2.0,1.75,2.38,2.25,2.38,2.12,1.0,0.0,2.38,2.0,2.75,2.38,2.25,2.0,3.25,2.88,3.0,2.62,2.88,3.0,3.0,3.12,2.88,2.25,1.75,1.38,2.25,2.12,2.25,2.12,1.5,1.0,1.62,0.62,2.25,2.12,1.75,1.12,2.25,2.12,2.88,3.0,2.25,2.12,2.38,2.38,1.25,0.38,2.25,2.0,2.12,1.62,3.0,3.12,2.25,2.25,2.75,2.25,1.0,0.0,1.0,0.0,2.0,1.38,1.0,0.0,2.0,2.0,2.25,2.0,1.0,0.0,3.0,2.25,2.88,2.5,8,2.69,2.42,1.95,1.53,1.93,1.01,1.43,0.59,3.2,2.62,2.21,1.01,3.1,2.55,1.65,0.9,2.32,2.12,1.98,1.15,1.54,0.8,1.12,0.17,2.03,1.49,2.81,1.95,1.56,0.73,2.41,2.16,1.34,0.63,1.71,1.33,2.02,1.58,1.24,0.31,1.28,0.4,1.45,1.03,2.24,2.0,2.97,2.43,1.96,1.11,1.23,0.28,1.08,0.15,1.45,0.77,2.94,2.84,2.38,1.61,1.69,0.69,1.96,1.17,2.18,1.41,26.0
850,"Pressers, Textile, Garment, and Related Materials",2.0,1.75,2.0,2.0,1.75,1.5,2.12,2.0,1.62,0.75,1.0,0.0,2.5,2.25,2.12,1.5,1.75,1.0,2.38,2.12,2.0,1.75,2.0,1.75,1.75,1.25,1.75,1.12,1.25,0.38,1.88,1.5,2.25,1.75,1.5,0.5,1.5,0.5,2.0,1.12,1.25,0.25,1.0,0.0,2.5,2.12,3.0,2.25,2.25,1.38,2.25,1.75,1.75,1.0,2.12,1.88,2.12,2.12,1.62,0.88,1.88,1.25,2.5,2.0,1.5,0.5,1.5,0.5,1.5,0.75,8,2.5,2.0,1.88,1.75,2.25,2.0,1.88,1.25,2.0,1.38,1.88,1.25,2.62,2.12,2.5,2.12,2.38,2.12,2.5,2.12,2.25,2.25,1.62,0.62,1.62,0.62,1.88,0.88,1.88,0.88,2.12,2.38,2.25,2.25,1.0,0.0,2.12,2.0,2.5,2.25,1.62,0.62,3.38,3.38,3.62,3.0,3.12,3.12,3.25,3.12,3.12,3.12,2.25,2.0,2.88,2.62,3.0,3.0,2.25,2.0,2.38,1.75,2.5,2.25,1.62,0.88,2.75,2.25,3.0,2.88,2.62,2.25,2.88,2.88,1.62,0.75,2.12,2.0,1.88,1.12,3.25,3.0,2.5,2.38,2.25,2.25,1.0,0.0,1.0,0.0,2.38,2.38,1.0,0.0,2.12,1.75,2.12,2.12,1.0,0.0,2.25,2.0,2.0,1.75,8,2.51,2.18,2.0,0.87,1.54,0.84,2.46,2.1,3.61,2.07,2.34,1.66,3.27,2.3,1.43,0.41,2.08,1.45,1.76,1.2,1.06,0.49,1.55,0.55,2.19,1.75,2.39,1.23,1.68,0.92,1.59,1.29,1.0,0.0,1.43,0.94,1.44,0.57,1.27,0.74,1.38,0.34,1.66,0.99,2.59,2.75,2.91,1.95,1.56,0.68,1.26,0.31,1.4,0.58,1.18,0.36,2.87,2.16,1.79,0.96,1.21,0.22,1.79,0.85,2.3,0.87,23.0
851,Sewing Machine Operators,2.62,2.12,2.75,2.12,2.0,2.0,2.12,1.88,2.0,1.88,1.0,0.0,2.75,2.12,2.12,1.88,2.12,2.0,3.12,2.5,2.38,1.88,2.5,1.75,1.75,1.5,1.75,1.5,2.0,1.88,1.75,1.5,2.75,2.12,1.62,0.62,1.0,0.0,1.5,0.75,1.0,0.0,1.0,0.0,2.75,2.12,2.62,2.25,2.0,1.25,2.12,2.0,1.88,1.0,2.75,2.62,2.75,2.0,1.88,1.62,1.88,1.12,2.75,2.12,1.75,0.88,1.75,0.75,1.75,1.5,8,2.88,2.38,2.62,2.5,2.88,2.5,2.0,1.88,1.88,1.38,1.75,1.25,3.0,2.75,3.0,2.75,2.88,2.12,3.12,2.62,2.88,2.88,2.0,1.62,2.0,1.62,1.88,1.0,2.0,2.0,2.75,2.62,2.88,2.62,1.12,0.12,3.0,3.0,2.88,2.5,2.0,2.12,3.75,3.75,3.62,3.25,3.25,3.25,3.5,3.25,3.12,3.0,2.25,2.25,3.12,3.0,3.0,3.0,2.5,2.12,1.75,0.88,2.12,2.12,1.38,0.5,2.12,2.0,2.12,2.12,2.12,1.62,2.25,2.25,1.12,0.12,2.0,1.62,1.88,1.0,3.38,3.38,2.75,2.75,3.0,2.88,1.0,0.0,1.0,0.0,2.75,2.75,1.0,0.0,2.25,2.12,2.12,2.12,1.0,0.0,2.62,2.12,2.5,1.75,8,1.99,1.19,1.48,0.7,1.18,0.25,1.52,0.62,2.16,1.39,1.43,0.87,2.53,1.72,1.1,0.21,1.61,1.32,1.21,0.29,1.54,0.79,1.26,0.53,2.06,1.35,2.28,1.84,1.17,0.4,1.23,0.54,1.07,0.13,1.46,0.87,1.33,0.43,1.14,0.25,1.2,0.38,1.2,0.31,2.22,1.75,2.72,2.42,1.25,0.28,1.1,0.18,1.14,0.28,1.1,0.23,2.12,1.55,1.4,0.51,1.23,0.4,1.35,0.6,1.7,0.84,37.0
852,Shoe and Leather Workers and Repairers,2.5,2.25,3.0,2.25,1.88,1.5,2.88,2.12,1.62,1.0,1.12,0.12,2.88,2.62,2.12,1.75,1.12,0.12,2.75,2.5,2.75,2.25,2.5,2.12,2.25,2.12,1.88,1.38,2.0,1.62,2.5,2.38,2.38,2.0,1.75,1.12,1.12,0.12,1.88,1.5,1.0,0.0,1.0,0.0,2.75,2.25,2.38,2.25,1.0,0.0,1.75,1.62,1.12,0.12,2.5,2.38,2.75,2.38,1.88,1.38,1.12,0.12,2.5,2.12,1.25,0.5,1.5,0.75,2.0,1.75,8,2.88,2.88,2.38,2.5,2.88,2.63,2.25,2.13,1.5,0.88,1.63,0.88,2.88,2.5,2.88,2.5,2.75,2.38,2.75,2.63,2.75,2.63,1.88,1.13,2.13,1.38,1.38,0.75,1.88,1.5,2.13,2.0,2.38,2.13,1.13,0.13,2.63,2.75,2.5,2.25,2.0,1.88,3.13,3.75,3.25,3.0,3.25,3.0,3.0,2.5,3.0,2.25,2.38,1.75,2.25,1.75,2.5,2.38,2.38,2.13,1.38,0.63,2.38,2.13,1.5,0.63,2.25,1.75,2.5,2.38,2.0,1.75,2.0,1.88,1.25,0.38,2.0,1.13,1.75,0.88,3.25,3.25,2.63,2.38,2.75,2.63,1.25,0.5,1.0,0.0,2.0,2.0,1.0,0.0,2.5,2.38,2.25,1.88,1.0,0.0,2.88,2.5,2.88,2.38,8,2.55,2.06,1.98,1.68,2.17,1.02,2.14,1.61,3.07,2.72,1.5,0.91,2.52,1.97,1.07,0.16,1.39,0.66,1.83,1.63,1.75,1.25,1.48,0.78,2.68,2.59,2.79,2.26,1.13,0.29,1.64,1.45,1.18,0.23,1.59,1.28,1.3,0.66,1.22,0.44,1.25,0.49,1.12,0.39,1.97,2.1,2.84,2.52,1.85,1.18,1.23,0.55,1.44,0.62,1.16,0.39,1.66,0.89,1.6,1.22,1.78,0.3,1.32,0.62,1.88,1.31,36.0
853,Shoe Machine Operators and Tenders,3.0,2.75,3.0,2.75,1.88,1.75,2.88,2.62,2.12,1.62,1.12,0.12,3.0,2.38,2.0,1.75,1.75,1.12,2.88,2.88,2.12,1.88,2.25,1.88,1.88,1.62,1.75,1.25,1.88,1.38,1.88,1.38,2.5,2.5,1.88,1.25,1.38,0.5,2.62,2.5,1.0,0.0,1.0,0.0,3.25,2.88,3.0,3.0,2.75,2.62,2.75,2.5,2.62,2.25,3.0,3.0,2.88,2.38,2.12,1.62,2.0,1.75,2.62,2.62,1.75,1.0,1.75,0.88,2.0,1.75,8,3.25,2.88,2.88,3.0,3.0,3.0,2.13,2.0,2.25,2.13,2.13,1.88,3.0,2.63,2.88,2.63,2.88,2.63,2.88,3.0,2.88,2.88,2.0,1.75,2.0,1.88,1.75,1.13,2.0,1.88,2.5,2.63,2.63,2.63,1.0,0.0,2.75,2.75,2.75,2.88,2.13,1.75,3.5,3.38,3.38,3.13,3.13,3.38,3.5,3.25,2.75,2.75,2.38,2.13,2.75,2.75,2.63,2.88,2.38,2.25,1.13,0.13,2.63,2.25,1.0,0.0,2.38,2.0,2.88,2.88,2.38,2.25,2.88,3.0,1.0,0.0,2.0,1.5,2.0,1.5,3.5,3.5,2.88,2.75,2.5,2.13,1.0,0.0,1.0,0.0,2.63,2.5,1.63,1.0,2.75,2.63,2.13,2.13,1.0,0.0,2.88,2.38,2.88,2.63,8,2.19,1.77,1.64,1.29,1.85,1.07,1.94,1.08,2.35,1.85,2.21,1.36,3.83,3.33,1.26,0.7,1.75,1.1,1.89,1.46,2.82,2.39,2.21,1.49,3.59,3.14,2.6,1.8,1.8,1.31,2.13,2.39,1.49,1.3,1.83,1.46,1.5,1.18,1.63,0.73,1.87,1.47,1.69,1.26,3.48,3.9,2.94,2.69,1.39,0.95,1.69,1.12,1.41,1.17,1.47,1.01,2.62,2.44,2.06,1.51,2.07,1.33,1.66,1.32,2.06,1.01,23.0
